Sexo;Comunidades autónomas;Medidas y percentiles;Periodo;Total
Mujeres;Cantabria;Media;2022;22.564,11
Mujeres;Cantabria;Media;2021;21.532,96
Mujeres;Cantabria;Media;2020;20.996,83
Mujeres;Cantabria;Media;2019;20.600,16
Mujeres;Cantabria;Media;2018;19.630,01
Mujeres;Cantabria;Media;2017;19.012,2
Mujeres;Cantabria;Media;2016;18.216,84
Mujeres;Cantabria;Media;2015;17.955,79
Mujeres;Cantabria;Media;2014;17.668,55
Mujeres;Cantabria;Media;2013;16.542,34
Mujeres;Cantabria;Media;2012;16.771,99
Mujeres;Cantabria;Media;2011;17.606,84
Mujeres;Cantabria;Media;2010;17.887,59
Mujeres;Cantabria;Media;2009;18.210,65
Mujeres;Cantabria;Media;2008;17.460,14
Mujeres;Cantabria;Percentil 10;2022;8.784,56
Mujeres;Cantabria;Percentil 10;2021;8.290,8
Mujeres;Cantabria;Percentil 10;2020;7.852,56
Mujeres;Cantabria;Percentil 10;2019;7.307,63
Mujeres;Cantabria;Percentil 10;2018;7.500,61
Mujeres;Cantabria;Percentil 10;2017;6.760,35
Mujeres;Cantabria;Percentil 10;2016;6.844,44
Mujeres;Cantabria;Percentil 10;2015;6.649,48
Mujeres;Cantabria;Percentil 10;2014;5.702,94
Mujeres;Cantabria;Percentil 10;2013;6.678,85
Mujeres;Cantabria;Percentil 10;2012;6.771,84
Mujeres;Cantabria;Percentil 10;2011;6.801,05
Mujeres;Cantabria;Percentil 10;2010;6.336,93
Mujeres;Cantabria;Percentil 10;2009;6.776,26
Mujeres;Cantabria;Percentil 10;2008;6.683,02
Mujeres;Cantabria;Cuartil inferior;2022;13.855,7
Mujeres;Cantabria;Cuartil inferior;2021;13.007,16
Mujeres;Cantabria;Cuartil inferior;2020;12.184,28
Mujeres;Cantabria;Cuartil inferior;2019;12.300,5
Mujeres;Cantabria;Cuartil inferior;2018;12.030,68
Mujeres;Cantabria;Cuartil inferior;2017;11.223,96
Mujeres;Cantabria;Cuartil inferior;2016;10.567,96
Mujeres;Cantabria;Cuartil inferior;2015;10.632,86
Mujeres;Cantabria;Cuartil inferior;2014;9.768,74
Mujeres;Cantabria;Cuartil inferior;2013;10.177,32
Mujeres;Cantabria;Cuartil inferior;2012;10.015,6
Mujeres;Cantabria;Cuartil inferior;2011;10.672,94
Mujeres;Cantabria;Cuartil inferior;2010;10.578,72
Mujeres;Cantabria;Cuartil inferior;2009;10.343,01
Mujeres;Cantabria;Cuartil inferior;2008;10.465,79
Mujeres;Cantabria;Mediana;2022;18.557,96
Mujeres;Cantabria;Mediana;2021;18.036,06
Mujeres;Cantabria;Mediana;2020;17.287,2
Mujeres;Cantabria;Mediana;2019;17.278,21
Mujeres;Cantabria;Mediana;2018;16.163,33
Mujeres;Cantabria;Mediana;2017;15.998,06
Mujeres;Cantabria;Mediana;2016;15.414,19
Mujeres;Cantabria;Mediana;2015;15.456
Mujeres;Cantabria;Mediana;2014;15.060,5
Mujeres;Cantabria;Mediana;2013;14.575,17
Mujeres;Cantabria;Mediana;2012;14.449,44
Mujeres;Cantabria;Mediana;2011;14.912,6
Mujeres;Cantabria;Mediana;2010;14.813,15
Mujeres;Cantabria;Mediana;2009;14.415,9
Mujeres;Cantabria;Mediana;2008;15.029,34
Mujeres;Cantabria;Cuartil superior;2022;28.278,14
Mujeres;Cantabria;Cuartil superior;2021;28.547,28
Mujeres;Cantabria;Cuartil superior;2020;27.501,8
Mujeres;Cantabria;Cuartil superior;2019;27.128,94
Mujeres;Cantabria;Cuartil superior;2018;24.741,46
Mujeres;Cantabria;Cuartil superior;2017;24.158,18
Mujeres;Cantabria;Cuartil superior;2016;22.639,07
Mujeres;Cantabria;Cuartil superior;2015;23.529,66
Mujeres;Cantabria;Cuartil superior;2014;22.529,78
Mujeres;Cantabria;Cuartil superior;2013;21.069
Mujeres;Cantabria;Cuartil superior;2012;20.123,96
Mujeres;Cantabria;Cuartil superior;2011;22.160,81
Mujeres;Cantabria;Cuartil superior;2010;22.075,96
Mujeres;Cantabria;Cuartil superior;2009;23.159,33
Mujeres;Cantabria;Cuartil superior;2008;21.810,64
Mujeres;Cantabria;Percentil 90;2022;41.017,77
Mujeres;Cantabria;Percentil 90;2021;39.815,67
Mujeres;Cantabria;Percentil 90;2020;39.039,04
Mujeres;Cantabria;Percentil 90;2019;38.356,2
Mujeres;Cantabria;Percentil 90;2018;35.985,63
Mujeres;Cantabria;Percentil 90;2017;35.932,08
Mujeres;Cantabria;Percentil 90;2016;34.673,91
Mujeres;Cantabria;Percentil 90;2015;33.824,31
Mujeres;Cantabria;Percentil 90;2014;33.564,39
Mujeres;Cantabria;Percentil 90;2013;29.778,35
Mujeres;Cantabria;Percentil 90;2012;31.881,72
Mujeres;Cantabria;Percentil 90;2011;32.478,64
Mujeres;Cantabria;Percentil 90;2010;32.448,03
Mujeres;Cantabria;Percentil 90;2009;35.207,22
Mujeres;Cantabria;Percentil 90;2008;32.464,19
Mujeres;Castilla y León;Media;2022;21.773,27
Mujeres;Castilla y León;Media;2021;20.795,39
Mujeres;Castilla y León;Media;2020;20.314,96
Mujeres;Castilla y León;Media;2019;19.414,11
Mujeres;Castilla y León;Media;2018;19.056,53
Mujeres;Castilla y León;Media;2017;18.796,93
Mujeres;Castilla y León;Media;2016;18.662,42
Mujeres;Castilla y León;Media;2015;18.523,74
Mujeres;Castilla y León;Media;2014;17.682,88
Mujeres;Castilla y León;Media;2013;17.429,41
Mujeres;Castilla y León;Media;2012;17.552,07
Mujeres;Castilla y León;Media;2011;18.193,91
Mujeres;Castilla y León;Media;2010;17.683,88
Mujeres;Castilla y León;Media;2009;18.249,87
Mujeres;Castilla y León;Media;2008;17.573,56
Mujeres;Castilla y León;Percentil 10;2022;7.902,39
Mujeres;Castilla y León;Percentil 10;2021;7.471,19
Mujeres;Castilla y León;Percentil 10;2020;6.659,18
Mujeres;Castilla y León;Percentil 10;2019;6.765,51
Mujeres;Castilla y León;Percentil 10;2018;6.313,51
Mujeres;Castilla y León;Percentil 10;2017;7.108,18
Mujeres;Castilla y León;Percentil 10;2016;6.707,29
Mujeres;Castilla y León;Percentil 10;2015;6.793,86
Mujeres;Castilla y León;Percentil 10;2014;5.727,2
Mujeres;Castilla y León;Percentil 10;2013;5.630,59
Mujeres;Castilla y León;Percentil 10;2012;6.076,19
Mujeres;Castilla y León;Percentil 10;2011;6.363,75
Mujeres;Castilla y León;Percentil 10;2010;6.035,57
Mujeres;Castilla y León;Percentil 10;2009;6.789,42
Mujeres;Castilla y León;Percentil 10;2008;6.753,94
Mujeres;Castilla y León;Cuartil inferior;2022;13.094,03
Mujeres;Castilla y León;Cuartil inferior;2021;12.289,42
Mujeres;Castilla y León;Cuartil inferior;2020;11.463,22
Mujeres;Castilla y León;Cuartil inferior;2019;11.519,02
Mujeres;Castilla y León;Cuartil inferior;2018;10.622,62
Mujeres;Castilla y León;Cuartil inferior;2017;10.770
Mujeres;Castilla y León;Cuartil inferior;2016;10.755,51
Mujeres;Castilla y León;Cuartil inferior;2015;10.703,93
Mujeres;Castilla y León;Cuartil inferior;2014;9.690,44
Mujeres;Castilla y León;Cuartil inferior;2013;9.825,12
Mujeres;Castilla y León;Cuartil inferior;2012;10.185
Mujeres;Castilla y León;Cuartil inferior;2011;10.688,79
Mujeres;Castilla y León;Cuartil inferior;2010;10.239,1
Mujeres;Castilla y León;Cuartil inferior;2009;10.573,33
Mujeres;Castilla y León;Cuartil inferior;2008;10.445,72
Mujeres;Castilla y León;Mediana;2022;18.166,97
Mujeres;Castilla y León;Mediana;2021;17.479,26
Mujeres;Castilla y León;Mediana;2020;17.000,04
Mujeres;Castilla y León;Mediana;2019;16.352,32
Mujeres;Castilla y León;Mediana;2018;16.689,49
Mujeres;Castilla y León;Mediana;2017;15.985,41
Mujeres;Castilla y León;Mediana;2016;15.916,57
Mujeres;Castilla y León;Mediana;2015;15.806,28
Mujeres;Castilla y León;Mediana;2014;15.269,56
Mujeres;Castilla y León;Mediana;2013;15.087,95
Mujeres;Castilla y León;Mediana;2012;15.275,45
Mujeres;Castilla y León;Mediana;2011;15.805,06
Mujeres;Castilla y León;Mediana;2010;15.103,16
Mujeres;Castilla y León;Mediana;2009;15.309,12
Mujeres;Castilla y León;Mediana;2008;14.817,65
Mujeres;Castilla y León;Cuartil superior;2022;27.123
Mujeres;Castilla y León;Cuartil superior;2021;26.533,6
Mujeres;Castilla y León;Cuartil superior;2020;26.035,89
Mujeres;Castilla y León;Cuartil superior;2019;24.794,74
Mujeres;Castilla y León;Cuartil superior;2018;24.456,66
Mujeres;Castilla y León;Cuartil superior;2017;23.910,55
Mujeres;Castilla y León;Cuartil superior;2016;23.777,45
Mujeres;Castilla y León;Cuartil superior;2015;23.633,69
Mujeres;Castilla y León;Cuartil superior;2014;23.002,6
Mujeres;Castilla y León;Cuartil superior;2013;22.461,94
Mujeres;Castilla y León;Cuartil superior;2012;22.631,56
Mujeres;Castilla y León;Cuartil superior;2011;23.222,14
Mujeres;Castilla y León;Cuartil superior;2010;21.828,54
Mujeres;Castilla y León;Cuartil superior;2009;22.894,37
Mujeres;Castilla y León;Cuartil superior;2008;21.733,65
Mujeres;Castilla y León;Percentil 90;2022;39.758,73
Mujeres;Castilla y León;Percentil 90;2021;36.659,27
Mujeres;Castilla y León;Percentil 90;2020;36.465,57
Mujeres;Castilla y León;Percentil 90;2019;34.655,08
Mujeres;Castilla y León;Percentil 90;2018;34.681
Mujeres;Castilla y León;Percentil 90;2017;33.965,65
Mujeres;Castilla y León;Percentil 90;2016;34.192,43
Mujeres;Castilla y León;Percentil 90;2015;33.804,92
Mujeres;Castilla y León;Percentil 90;2014;31.727,83
Mujeres;Castilla y León;Percentil 90;2013;32.263,4
Mujeres;Castilla y León;Percentil 90;2012;31.079,31
Mujeres;Castilla y León;Percentil 90;2011;33.356,31
Mujeres;Castilla y León;Percentil 90;2010;32.436,47
Mujeres;Castilla y León;Percentil 90;2009;33.030,68
Mujeres;Castilla y León;Percentil 90;2008;32.489,41
Mujeres;Castilla - La Mancha;Media;2022;21.312,65
Mujeres;Castilla - La Mancha;Media;2021;21.154,58
Mujeres;Castilla - La Mancha;Media;2020;20.761,55
Mujeres;Castilla - La Mancha;Media;2019;19.939,58
Mujeres;Castilla - La Mancha;Media;2018;19.088,87
Mujeres;Castilla - La Mancha;Media;2017;18.327,35
Mujeres;Castilla - La Mancha;Media;2016;18.213,71
Mujeres;Castilla - La Mancha;Media;2015;18.097,55
Mujeres;Castilla - La Mancha;Media;2014;18.157,02
Mujeres;Castilla - La Mancha;Media;2013;17.481,02
Mujeres;Castilla - La Mancha;Media;2012;17.527,3
Mujeres;Castilla - La Mancha;Media;2011;18.001,99
Mujeres;Castilla - La Mancha;Media;2010;17.913
Mujeres;Castilla - La Mancha;Media;2009;17.709,92
Mujeres;Castilla - La Mancha;Media;2008;17.562,94
Mujeres;Castilla - La Mancha;Percentil 10;2022;7.038,68
Mujeres;Castilla - La Mancha;Percentil 10;2021;7.974,93
Mujeres;Castilla - La Mancha;Percentil 10;2020;7.604,9
Mujeres;Castilla - La Mancha;Percentil 10;2019;6.376,48
Mujeres;Castilla - La Mancha;Percentil 10;2018;6.305,46
Mujeres;Castilla - La Mancha;Percentil 10;2017;6.471,33
Mujeres;Castilla - La Mancha;Percentil 10;2016;5.937,41
Mujeres;Castilla - La Mancha;Percentil 10;2015;5.859,39
Mujeres;Castilla - La Mancha;Percentil 10;2014;5.836,2
Mujeres;Castilla - La Mancha;Percentil 10;2013;6.060,23
Mujeres;Castilla - La Mancha;Percentil 10;2012;6.099,08
Mujeres;Castilla - La Mancha;Percentil 10;2011;6.701,46
Mujeres;Castilla - La Mancha;Percentil 10;2010;6.512,52
Mujeres;Castilla - La Mancha;Percentil 10;2009;6.648,21
Mujeres;Castilla - La Mancha;Percentil 10;2008;6.701,4
Mujeres;Castilla - La Mancha;Cuartil inferior;2022;12.946,57
Mujeres;Castilla - La Mancha;Cuartil inferior;2021;12.917,9
Mujeres;Castilla - La Mancha;Cuartil inferior;2020;12.331,43
Mujeres;Castilla - La Mancha;Cuartil inferior;2019;11.657,19
Mujeres;Castilla - La Mancha;Cuartil inferior;2018;10.284,05
Mujeres;Castilla - La Mancha;Cuartil inferior;2017;9.930,07
Mujeres;Castilla - La Mancha;Cuartil inferior;2016;9.795,42
Mujeres;Castilla - La Mancha;Cuartil inferior;2015;9.470,08
Mujeres;Castilla - La Mancha;Cuartil inferior;2014;10.095,37
Mujeres;Castilla - La Mancha;Cuartil inferior;2013;9.962,03
Mujeres;Castilla - La Mancha;Cuartil inferior;2012;10.004,38
Mujeres;Castilla - La Mancha;Cuartil inferior;2011;10.865,51
Mujeres;Castilla - La Mancha;Cuartil inferior;2010;10.193,69
Mujeres;Castilla - La Mancha;Cuartil inferior;2009;10.302,2
Mujeres;Castilla - La Mancha;Cuartil inferior;2008;10.271,64
Mujeres;Castilla - La Mancha;Mediana;2022;17.887,13
Mujeres;Castilla - La Mancha;Mediana;2021;17.580,04
Mujeres;Castilla - La Mancha;Mediana;2020;17.037,62
Mujeres;Castilla - La Mancha;Mediana;2019;16.554,6
Mujeres;Castilla - La Mancha;Mediana;2018;15.751,2
Mujeres;Castilla - La Mancha;Mediana;2017;15.130,6
Mujeres;Castilla - La Mancha;Mediana;2016;15.670,87
Mujeres;Castilla - La Mancha;Mediana;2015;15.566,1
Mujeres;Castilla - La Mancha;Mediana;2014;15.860,4
Mujeres;Castilla - La Mancha;Mediana;2013;15.206,58
Mujeres;Castilla - La Mancha;Mediana;2012;14.956,86
Mujeres;Castilla - La Mancha;Mediana;2011;16.092,7
Mujeres;Castilla - La Mancha;Mediana;2010;15.059,88
Mujeres;Castilla - La Mancha;Mediana;2009;15.057,5
Mujeres;Castilla - La Mancha;Mediana;2008;14.887,81
Mujeres;Castilla - La Mancha;Cuartil superior;2022;26.111,54
Mujeres;Castilla - La Mancha;Cuartil superior;2021;26.178,69
Mujeres;Castilla - La Mancha;Cuartil superior;2020;25.934,5
Mujeres;Castilla - La Mancha;Cuartil superior;2019;25.096,96
Mujeres;Castilla - La Mancha;Cuartil superior;2018;23.899,6
Mujeres;Castilla - La Mancha;Cuartil superior;2017;23.041,89
Mujeres;Castilla - La Mancha;Cuartil superior;2016;23.699,63
Mujeres;Castilla - La Mancha;Cuartil superior;2015;23.406,5
Mujeres;Castilla - La Mancha;Cuartil superior;2014;24.006,32
Mujeres;Castilla - La Mancha;Cuartil superior;2013;22.000,48
Mujeres;Castilla - La Mancha;Cuartil superior;2012;21.632,21
Mujeres;Castilla - La Mancha;Cuartil superior;2011;22.729,09
Mujeres;Castilla - La Mancha;Cuartil superior;2010;22.265,92
Mujeres;Castilla - La Mancha;Cuartil superior;2009;22.109,88
Mujeres;Castilla - La Mancha;Cuartil superior;2008;22.037,78
Mujeres;Castilla - La Mancha;Percentil 90;2022;38.664,24
Mujeres;Castilla - La Mancha;Percentil 90;2021;38.206,13
Mujeres;Castilla - La Mancha;Percentil 90;2020;38.104,33
Mujeres;Castilla - La Mancha;Percentil 90;2019;37.357,15
Mujeres;Castilla - La Mancha;Percentil 90;2018;35.091,12
Mujeres;Castilla - La Mancha;Percentil 90;2017;33.944,24
Mujeres;Castilla - La Mancha;Percentil 90;2016;33.367,32
Mujeres;Castilla - La Mancha;Percentil 90;2015;34.183,05
Mujeres;Castilla - La Mancha;Percentil 90;2014;32.820,82
Mujeres;Castilla - La Mancha;Percentil 90;2013;31.051,78
Mujeres;Castilla - La Mancha;Percentil 90;2012;31.989,91
Mujeres;Castilla - La Mancha;Percentil 90;2011;31.372,42
Mujeres;Castilla - La Mancha;Percentil 90;2010;32.039,81
Mujeres;Castilla - La Mancha;Percentil 90;2009;32.205,79
Mujeres;Castilla - La Mancha;Percentil 90;2008;32.148,89
Mujeres;Cataluña;Media;2022;25.659,03
Mujeres;Cataluña;Media;2021;25.015,94
Mujeres;Cataluña;Media;2020;24.096,69
Mujeres;Cataluña;Media;2019;22.988,22
Mujeres;Cataluña;Media;2018;22.289,9
Mujeres;Cataluña;Media;2017;21.801,47
Mujeres;Cataluña;Media;2016;21.110,34
Mujeres;Cataluña;Media;2015;20.946,56
Mujeres;Cataluña;Media;2014;20.324,88
Mujeres;Cataluña;Media;2013;20.740,55
Mujeres;Cataluña;Media;2012;20.931,07
Mujeres;Cataluña;Media;2011;20.799,94
Mujeres;Cataluña;Media;2010;21.042,14
Mujeres;Cataluña;Media;2009;20.467,14
Mujeres;Cataluña;Media;2008;19.928,48
Mujeres;Cataluña;Percentil 10;2022;9.077,92
Mujeres;Cataluña;Percentil 10;2021;9.440,73
Mujeres;Cataluña;Percentil 10;2020;8.845,5
Mujeres;Cataluña;Percentil 10;2019;8.147,18
Mujeres;Cataluña;Percentil 10;2018;7.558,5
Mujeres;Cataluña;Percentil 10;2017;7.759,96
Mujeres;Cataluña;Percentil 10;2016;7.232,95
Mujeres;Cataluña;Percentil 10;2015;6.943,29
Mujeres;Cataluña;Percentil 10;2014;6.282,79
Mujeres;Cataluña;Percentil 10;2013;6.876,2
Mujeres;Cataluña;Percentil 10;2012;7.299,54
Mujeres;Cataluña;Percentil 10;2011;7.587,42
Mujeres;Cataluña;Percentil 10;2010;7.684,54
Mujeres;Cataluña;Percentil 10;2009;7.817,9
Mujeres;Cataluña;Percentil 10;2008;7.661,82
Mujeres;Cataluña;Cuartil inferior;2022;14.702
Mujeres;Cataluña;Cuartil inferior;2021;14.479,61
Mujeres;Cataluña;Cuartil inferior;2020;14.048,89
Mujeres;Cataluña;Cuartil inferior;2019;13.441,14
Mujeres;Cataluña;Cuartil inferior;2018;12.558,47
Mujeres;Cataluña;Cuartil inferior;2017;12.586,62
Mujeres;Cataluña;Cuartil inferior;2016;11.795,02
Mujeres;Cataluña;Cuartil inferior;2015;11.824,84
Mujeres;Cataluña;Cuartil inferior;2014;11.593,37
Mujeres;Cataluña;Cuartil inferior;2013;11.897,88
Mujeres;Cataluña;Cuartil inferior;2012;12.321,69
Mujeres;Cataluña;Cuartil inferior;2011;12.307,46
Mujeres;Cataluña;Cuartil inferior;2010;12.314,57
Mujeres;Cataluña;Cuartil inferior;2009;12.155,03
Mujeres;Cataluña;Cuartil inferior;2008;11.900,52
Mujeres;Cataluña;Mediana;2022;21.602,76
Mujeres;Cataluña;Mediana;2021;21.087,54
Mujeres;Cataluña;Mediana;2020;20.385,64
Mujeres;Cataluña;Mediana;2019;19.750
Mujeres;Cataluña;Mediana;2018;18.929,02
Mujeres;Cataluña;Mediana;2017;18.865,83
Mujeres;Cataluña;Mediana;2016;18.372,96
Mujeres;Cataluña;Mediana;2015;18.088,32
Mujeres;Cataluña;Mediana;2014;17.964,44
Mujeres;Cataluña;Mediana;2013;17.962,12
Mujeres;Cataluña;Mediana;2012;18.049,47
Mujeres;Cataluña;Mediana;2011;18.209,1
Mujeres;Cataluña;Mediana;2010;18.016,02
Mujeres;Cataluña;Mediana;2009;17.630,34
Mujeres;Cataluña;Mediana;2008;16.949,36
Mujeres;Cataluña;Cuartil superior;2022;32.955,4
Mujeres;Cataluña;Cuartil superior;2021;31.695,28
Mujeres;Cataluña;Cuartil superior;2020;30.409,49
Mujeres;Cataluña;Cuartil superior;2019;29.159,18
Mujeres;Cataluña;Cuartil superior;2018;28.105,79
Mujeres;Cataluña;Cuartil superior;2017;27.662,18
Mujeres;Cataluña;Cuartil superior;2016;27.070,15
Mujeres;Cataluña;Cuartil superior;2015;26.996,55
Mujeres;Cataluña;Cuartil superior;2014;25.959,58
Mujeres;Cataluña;Cuartil superior;2013;26.311,19
Mujeres;Cataluña;Cuartil superior;2012;26.388,98
Mujeres;Cataluña;Cuartil superior;2011;26.333,29
Mujeres;Cataluña;Cuartil superior;2010;26.680,29
Mujeres;Cataluña;Cuartil superior;2009;25.885,35
Mujeres;Cataluña;Cuartil superior;2008;24.755,68
Mujeres;Cataluña;Percentil 90;2022;46.381,14
Mujeres;Cataluña;Percentil 90;2021;44.937,39
Mujeres;Cataluña;Percentil 90;2020;43.702,05
Mujeres;Cataluña;Percentil 90;2019;41.211,06
Mujeres;Cataluña;Percentil 90;2018;40.191,67
Mujeres;Cataluña;Percentil 90;2017;38.780,08
Mujeres;Cataluña;Percentil 90;2016;37.765,35
Mujeres;Cataluña;Percentil 90;2015;37.670,88
Mujeres;Cataluña;Percentil 90;2014;36.695,83
Mujeres;Cataluña;Percentil 90;2013;37.098,02
Mujeres;Cataluña;Percentil 90;2012;36.955,81
Mujeres;Cataluña;Percentil 90;2011;36.132,88
Mujeres;Cataluña;Percentil 90;2010;37.712,35
Mujeres;Cataluña;Percentil 90;2009;36.491,66
Mujeres;Cataluña;Percentil 90;2008;35.008,98
Mujeres;Comunitat Valenciana;Media;2022;22.135,35
Mujeres;Comunitat Valenciana;Media;2021;20.670,5
Mujeres;Comunitat Valenciana;Media;2020;20.165,73
Mujeres;Comunitat Valenciana;Media;2019;19.314,58
Mujeres;Comunitat Valenciana;Media;2018;19.235,72
Mujeres;Comunitat Valenciana;Media;2017;18.523,81
Mujeres;Comunitat Valenciana;Media;2016;18.349,52
Mujeres;Comunitat Valenciana;Media;2015;17.811,38
Mujeres;Comunitat Valenciana;Media;2014;17.511,66
Mujeres;Comunitat Valenciana;Media;2013;17.918,36
Mujeres;Comunitat Valenciana;Media;2012;17.870,88
Mujeres;Comunitat Valenciana;Media;2011;18.052,49
Mujeres;Comunitat Valenciana;Media;2010;17.776,59
Mujeres;Comunitat Valenciana;Media;2009;17.426,72
Mujeres;Comunitat Valenciana;Media;2008;16.929,69
Mujeres;Comunitat Valenciana;Percentil 10;2022;7.800
Mujeres;Comunitat Valenciana;Percentil 10;2021;6.867,6
Mujeres;Comunitat Valenciana;Percentil 10;2020;7.009,98
Mujeres;Comunitat Valenciana;Percentil 10;2019;6.356,62
Mujeres;Comunitat Valenciana;Percentil 10;2018;6.127,1
Mujeres;Comunitat Valenciana;Percentil 10;2017;5.705,92
Mujeres;Comunitat Valenciana;Percentil 10;2016;5.923,25
Mujeres;Comunitat Valenciana;Percentil 10;2015;5.292,66
Mujeres;Comunitat Valenciana;Percentil 10;2014;5.563,1
Mujeres;Comunitat Valenciana;Percentil 10;2013;6.006,52
Mujeres;Comunitat Valenciana;Percentil 10;2012;6.297,4
Mujeres;Comunitat Valenciana;Percentil 10;2011;6.563,93
Mujeres;Comunitat Valenciana;Percentil 10;2010;6.276,39
Mujeres;Comunitat Valenciana;Percentil 10;2009;6.373,36
Mujeres;Comunitat Valenciana;Percentil 10;2008;6.502,44
Mujeres;Comunitat Valenciana;Cuartil inferior;2022;13.728,76
Mujeres;Comunitat Valenciana;Cuartil inferior;2021;11.916,85
Mujeres;Comunitat Valenciana;Cuartil inferior;2020;11.707,31
Mujeres;Comunitat Valenciana;Cuartil inferior;2019;10.835,7
Mujeres;Comunitat Valenciana;Cuartil inferior;2018;10.867,61
Mujeres;Comunitat Valenciana;Cuartil inferior;2017;10.345,03
Mujeres;Comunitat Valenciana;Cuartil inferior;2016;10.111,64
Mujeres;Comunitat Valenciana;Cuartil inferior;2015;9.547,21
Mujeres;Comunitat Valenciana;Cuartil inferior;2014;9.658,32
Mujeres;Comunitat Valenciana;Cuartil inferior;2013;9.823,37
Mujeres;Comunitat Valenciana;Cuartil inferior;2012;10.249,98
Mujeres;Comunitat Valenciana;Cuartil inferior;2011;10.367,36
Mujeres;Comunitat Valenciana;Cuartil inferior;2010;10.660,83
Mujeres;Comunitat Valenciana;Cuartil inferior;2009;10.229,54
Mujeres;Comunitat Valenciana;Cuartil inferior;2008;10.458,44
Mujeres;Comunitat Valenciana;Mediana;2022;18.263,9
Mujeres;Comunitat Valenciana;Mediana;2021;17.129,57
Mujeres;Comunitat Valenciana;Mediana;2020;16.540,03
Mujeres;Comunitat Valenciana;Mediana;2019;15.913,39
Mujeres;Comunitat Valenciana;Mediana;2018;16.283,93
Mujeres;Comunitat Valenciana;Mediana;2017;15.653,28
Mujeres;Comunitat Valenciana;Mediana;2016;15.418,32
Mujeres;Comunitat Valenciana;Mediana;2015;15.283,9
Mujeres;Comunitat Valenciana;Mediana;2014;15.322,63
Mujeres;Comunitat Valenciana;Mediana;2013;15.340,3
Mujeres;Comunitat Valenciana;Mediana;2012;15.602,67
Mujeres;Comunitat Valenciana;Mediana;2011;15.853,69
Mujeres;Comunitat Valenciana;Mediana;2010;15.293,73
Mujeres;Comunitat Valenciana;Mediana;2009;15.001,98
Mujeres;Comunitat Valenciana;Mediana;2008;14.699,57
Mujeres;Comunitat Valenciana;Cuartil superior;2022;27.134,47
Mujeres;Comunitat Valenciana;Cuartil superior;2021;26.590,08
Mujeres;Comunitat Valenciana;Cuartil superior;2020;25.690,87
Mujeres;Comunitat Valenciana;Cuartil superior;2019;24.514,53
Mujeres;Comunitat Valenciana;Cuartil superior;2018;24.240
Mujeres;Comunitat Valenciana;Cuartil superior;2017;23.512,5
Mujeres;Comunitat Valenciana;Cuartil superior;2016;23.126,03
Mujeres;Comunitat Valenciana;Cuartil superior;2015;22.570,16
Mujeres;Comunitat Valenciana;Cuartil superior;2014;22.116,24
Mujeres;Comunitat Valenciana;Cuartil superior;2013;22.892,3
Mujeres;Comunitat Valenciana;Cuartil superior;2012;22.471,48
Mujeres;Comunitat Valenciana;Cuartil superior;2011;22.872,88
Mujeres;Comunitat Valenciana;Cuartil superior;2010;22.202,72
Mujeres;Comunitat Valenciana;Cuartil superior;2009;21.691,3
Mujeres;Comunitat Valenciana;Cuartil superior;2008;20.693,12
Mujeres;Comunitat Valenciana;Percentil 90;2022;40.078,88
Mujeres;Comunitat Valenciana;Percentil 90;2021;36.939,47
Mujeres;Comunitat Valenciana;Percentil 90;2020;36.358,87
Mujeres;Comunitat Valenciana;Percentil 90;2019;35.332,44
Mujeres;Comunitat Valenciana;Percentil 90;2018;35.128,65
Mujeres;Comunitat Valenciana;Percentil 90;2017;34.497,55
Mujeres;Comunitat Valenciana;Percentil 90;2016;34.515,81
Mujeres;Comunitat Valenciana;Percentil 90;2015;33.509,39
Mujeres;Comunitat Valenciana;Percentil 90;2014;31.932,96
Mujeres;Comunitat Valenciana;Percentil 90;2013;32.835,06
Mujeres;Comunitat Valenciana;Percentil 90;2012;32.198,64
Mujeres;Comunitat Valenciana;Percentil 90;2011;31.533,02
Mujeres;Comunitat Valenciana;Percentil 90;2010;31.602,42
Mujeres;Comunitat Valenciana;Percentil 90;2009;31.982,96
Mujeres;Comunitat Valenciana;Percentil 90;2008;29.038,13
Mujeres;Extremadura;Media;2022;20.637,14
Mujeres;Extremadura;Media;2021;19.833,03
Mujeres;Extremadura;Media;2020;18.791,05
Mujeres;Extremadura;Media;2019;18.012,58
Mujeres;Extremadura;Media;2018;17.972,63
Mujeres;Extremadura;Media;2017;17.722,29
Mujeres;Extremadura;Media;2016;17.360,28
Mujeres;Extremadura;Media;2015;17.304,65
Mujeres;Extremadura;Media;2014;17.413,85
Mujeres;Extremadura;Media;2013;16.304,55
Mujeres;Extremadura;Media;2012;17.401,9
Mujeres;Extremadura;Media;2011;18.060,8
Mujeres;Extremadura;Media;2010;17.876,85
Mujeres;Extremadura;Media;2009;17.549,86
Mujeres;Extremadura;Media;2008;16.623,4
Mujeres;Extremadura;Percentil 10;2022;6.447,38
Mujeres;Extremadura;Percentil 10;2021;6.233,11
Mujeres;Extremadura;Percentil 10;2020;6.095,65
Mujeres;Extremadura;Percentil 10;2019;5.716,51
Mujeres;Extremadura;Percentil 10;2018;5.338,05
Mujeres;Extremadura;Percentil 10;2017;4.723,67
Mujeres;Extremadura;Percentil 10;2016;4.900,81
Mujeres;Extremadura;Percentil 10;2015;4.882,11
Mujeres;Extremadura;Percentil 10;2014;5.041,32
